t,ax,ay,az,gx,gy,gz,m1,m2,m3,q0,q1,q2,q3,y,p,r
85097576,919.92,-13.43,-237.79,3.21,-4.54,-42.40,14,66,266,0.05,-0.79,-0.06,-0.61,7.07,-75.76,179.99
85118136,936.89,31.13,-245.97,0.94,-4.29,-43.35,14,66,266,0.04,-0.79,-0.07,-0.61,9.75,-75.60,176.22
85138656,976.32,66.41,-260.99,-2.58,-4.56,-41.43,14,66,266,0.03,-0.79,-0.07,-0.61,12.84,-75.34,171.83
85159996,964.84,94.97,-260.13,-3.42,-4.70,-40.02,14,66,266,0.02,-0.79,-0.08,-0.61,15.76,-74.98,167.62
85180532,943.97,118.77,-257.57,-3.54,-3.98,-37.98,14,66,266,0.02,-0.79,-0.08,-0.61,18.60,-74.55,163.53
85201164,928.34,84.96,-236.33,-3.65,-2.98,-35.94,14,66,266,0.01,-0.79,-0.09,-0.61,20.64,-74.25,160.48
85221756,942.75,105.35,-228.76,-3.18,-1.15,-34.44,14,66,266,0.00,-0.79,-0.09,-0.61,22.45,-74.09,157.74
85242364,971.07,122.07,-236.69,-3.24,0.31,-28.55,14,66,266,-0.00,-0.79,-0.09,-0.61,24.28,-73.96,154.98
85263740,906.62,88.50,-246.22,-2.57,-1.02,-24.14,14,66,266,-0.01,-0.79,-0.09,-0.61,25.15,-73.75,153.53
85284348,882.93,84.47,-249.76,-1.37,-1.37,-20.77,14,66,266,-0.01,-0.79,-0.09,-0.61,25.31,-73.55,153.13
85304876,926.03,113.28,-263.55,-0.70,0.04,-10.93,14,66,266,-0.01,-0.79,-0.09,-0.61,25.41,-73.30,152.80
85325400,947.63,97.41,-244.02,-2.91,0.85,-4.27,14,66,266,-0.01,-0.79,-0.09,-0.61,25.10,-73.36,152.94
85345872,911.38,76.78,-234.86,-5.50,1.08,3.04,14,66,266,-0.01,-0.79,-0.08,-0.61,24.12,-73.63,153.93
85367092,889.65,94.12,-228.52,-5.03,1.32,11.21,14,66,266,-0.01,-0.79,-0.08,-0.61,23.10,-73.80,154.95
85387600,905.52,107.30,-232.18,-2.13,1.01,17.36,14,66,266,-0.01,-0.79,-0.07,-0.61,22.10,-74.03,155.95
85408180,962.65,124.02,-215.70,2.46,2.72,26.28,14,66,266,-0.01,-0.79,-0.07,-0.61,21.40,-74.40,156.63
85425920,959.11,88.38,-219.24,4.84,2.57,30.04,14,66,266,-0.01,-0.79,-0.07,-0.62,20.16,-74.84,158.09
85447216,891.60,37.48,-232.67,6.32,3.68,34.98,14,66,266,-0.00,-0.79,-0.06,-0.62,17.64,-75.24,161.34
85464956,881.84,3.66,-247.92,6.07,3.81,40.53,14,66,266,0.00,-0.79,-0.05,-0.62,14.63,-75.48,165.29
85485400,912.96,-1.95,-261.72,5.01,5.06,46.68,14,66,266,0.01,-0.79,-0.05,-0.61,10.76,-75.63,170.33
85503032,967.90,-48.34,-248.78,0.36,6.19,52.25,14,66,266,0.02,-0.79,-0.04,-0.61,6.79,-75.80,175.45
85523480,962.77,-72.27,-240.84,-2.94,6.92,53.02,14,66,266,0.03,-0.79,-0.03,-0.62,1.78,-75.98,-178.13
85543896,957.03,-62.38,-212.16,-10.42,8.53,56.14,14,66,266,0.03,-0.79,-0.01,-0.62,-3.23,-76.16,-171.84
85564436,996.22,-15.99,-206.18,-16.03,9.74,60.55,14,66,266,0.04,-0.78,-0.00,-0.62,-7.08,-76.39,-167.24
85585064,1054.20,31.01,-208.86,-21.84,9.52,66.76,14,66,266,0.04,-0.78,0.00,-0.62,-9.66,-76.68,-164.48
85606436,1031.62,7.69,-213.13,-20.67,7.87,67.28,14,66,266,0.04,-0.78,0.01,-0.62,-12.38,-76.81,-161.53
85627060,1000.12,-15.75,-215.21,-17.11,6.97,67.09,14,66,266,0.04,-0.78,0.02,-0.63,-15.21,-76.69,-158.28
85647700,1007.32,-39.18,-222.41,-12.63,5.81,68.11,14,66,266,0.04,-0.78,0.03,-0.63,-18.24,-76.46,-154.62
85668272,1033.08,-44.56,-229.25,-12.90,7.00,69.53,14,66,266,0.05,-0.78,0.03,-0.63,-20.97,-76.11,-151.32
85688852,1061.16,-73.97,-225.22,-17.13,9.58,70.17,14,66,266,0.05,-0.78,0.04,-0.63,-23.85,-75.78,-147.87
85710236,1029.42,-110.11,-229.49,-23.20,11.42,69.52,14,66,266,0.05,-0.77,0.05,-0.63,-26.83,-75.31,-144.35
85730932,1013.55,-126.22,-226.44,-27.63,11.35,69.97,14,66,266,0.06,-0.77,0.06,-0.63,-29.57,-74.72,-141.23
85751660,1014.28,-149.29,-230.59,-31.75,10.56,70.27,14,66,266,0.06,-0.77,0.07,-0.63,-32.17,-73.98,-138.35
85772472,1026.00,-162.60,-230.83,-34.07,11.52,68.92,14,66,266,0.06,-0.77,0.08,-0.63,-34.49,-73.33,-135.85
85793288,1056.52,-203.98,-219.24,-39.96,11.24,64.03,14,66,266,0.07,-0.77,0.09,-0.63,-36.72,-72.71,-133.47
85814804,1033.69,-240.48,-217.90,-46.04,10.12,60.57,14,66,266,0.07,-0.77,0.10,-0.63,-38.94,-72.05,-131.14
85835548,1014.65,-260.13,-196.17,-49.03,10.45,59.71,14,66,266,0.07,-0.77,0.11,-0.63,-41.03,-71.32,-128.98
85856312,1029.17,-269.29,-184.45,-53.41,10.58,56.61,14,66,266,0.08,-0.77,0.12,-0.63,-42.99,-70.67,-126.97
85877752,1043.33,-220.21,-161.50,-57.14,10.07,52.25,14,66,266,0.07,-0.76,0.13,-0.63,-44.53,-70.42,-125.56
85898504,1045.17,-211.79,-166.26,-58.05,9.45,50.06,14,66,266,0.07,-0.76,0.13,-0.63,-45.51,-70.43,-124.93
85919188,1012.82,-221.31,-172.73,-53.64,9.92,46.81,14,66,266,0.07,-0.76,0.14,-0.63,-46.28,-70.38,-124.49
85937044,988.53,-228.76,-168.58,-48.70,10.33,43.97,14,66,266,0.07,-0.76,0.14,-0.63,-46.95,-70.30,-123.96
85969120,981.69,-225.10,-169.31,-46.78,10.57,42.38,14,66,266,0.07,-0.76,0.14,-0.63,-47.94,-70.19,-123.16
85990608,1028.20,-208.74,-141.48,-43.50,6.84,39.31,14,66,266,0.07,-0.75,0.14,-0.64,-48.51,-70.42,-122.60
86011324,1031.49,-191.89,-149.66,-43.67,4.96,39.09,14,66,266,0.06,-0.75,0.14,-0.64,-48.79,-70.65,-122.45
86031984,1026.86,-184.94,-160.52,-42.61,3.77,39.37,14,66,266,0.06,-0.75,0.15,-0.64,-48.84,-70.81,-122.63
86053384,1014.28,-177.73,-152.34,-35.58,3.41,40.20,14,66,266,0.06,-0.75,0.15,-0.64,-48.85,-70.96,-122.77
86074020,1012.33,-180.91,-154.30,-31.20,3.01,40.06,14,66,266,0.06,-0.75,0.14,-0.64,-48.91,-71.10,-122.69
86094636,1004.64,-204.35,-167.24,-27.32,3.54,43.73,14,66,266,0.06,-0.75,0.14,-0.64,-48.98,-71.04,-122.51
86115256,1001.22,-207.40,-181.88,-24.83,2.58,47.15,14,66,266,0.06,-0.75,0.15,-0.64,-49.09,-70.79,-122.25
86135880,980.10,-170.04,-179.08,-21.97,1.04,52.08,14,66,266,0.06,-0.75,0.15,-0.64,-49.03,-70.57,-122.25
86157252,957.15,-200.93,-171.88,-16.31,1.75,61.05,14,66,266,0.07,-0.75,0.15,-0.64,-49.13,-70.21,-121.98
86177928,946.90,-236.57,-175.05,-12.15,0.82,64.53,14,66,266,0.07,-0.75,0.15,-0.64,-49.63,-69.57,-120.99
86198568,940.19,-290.65,-177.61,-6.74,1.82,67.88,14,66,266,0.08,-0.75,0.15,-0.64,-50.35,-68.67,-119.57
86219188,929.32,-335.33,-180.42,-3.20,2.11,68.73,14,66,266,0.09,-0.75,0.16,-0.63,-51.19,-67.49,-117.92
86236960,907.59,-415.53,-168.33,-2.46,2.06,67.64,14,66,266,0.10,-0.75,0.16,-0.63,-52.13,-66.18,-116.15
86257464,906.62,-457.89,-149.54,-2.77,1.37,66.88,14,66,266,0.12,-0.75,0.17,-0.63,-53.29,-64.53,-113.99
86278036,889.04,-471.19,-146.36,2.38,-2.99,63.28,14,66,266,0.13,-0.74,0.18,-0.63,-54.22,-62.92,-111.99
86298596,859.50,-461.43,-142.70,4.74,-5.65,56.22,14,66,266,0.15,-0.74,0.18,-0.63,-54.65,-61.55,-110.62
86319132,831.67,-491.46,-148.56,13.98,-5.76,46.86,14,66,266,0.16,-0.74,0.18,-0.63,-54.86,-60.26,-109.42
86340484,799.93,-530.64,-168.82,24.32,-4.63,38.72,14,66,266,0.18,-0.74,0.18,-0.62,-54.89,-58.93,-108.36
86361080,787.60,-544.31,-176.64,25.44,-4.80,32.17,14,66,266,0.19,-0.74,0.19,-0.62,-54.73,-57.73,-107.63
86381672,813.60,-576.78,-184.57,20.24,-5.72,24.31,14,66,266,0.20,-0.74,0.19,-0.62,-54.44,-56.71,-107.19
86399456,822.27,-589.23,-189.33,16.07,-6.99,20.59,14,66,266,0.21,-0.74,0.19,-0.61,-54.16,-55.96,-106.94
86420820,799.07,-571.29,-190.19,9.39,-8.16,12.08,14,66,266,0.21,-0.74,0.19,-0.61,-53.70,-55.24,-106.95
86441372,789.67,-554.81,-175.90,6.85,-8.74,4.20,14,66,266,0.22,-0.74,0.19,-0.61,-53.21,-54.83,-107.11
86461844,800.78,-563.84,-177.61,6.51,-9.56,-8.20,14,66,266,0.22,-0.74,0.18,-0.60,-52.69,-54.73,-107.32
86482320,805.54,-577.15,-193.60,7.00,-10.19,-17.04,14,66,266,0.22,-0.75,0.18,-0.60,-52.07,-54.74,-107.67
86502876,798.46,-558.35,-209.35,9.30,-11.80,-30.08,14,66,266,0.22,-0.75,0.17,-0.60,-51.25,-54.99,-108.29
86524216,802.00,-522.71,-206.05,11.96,-11.66,-40.48,14,66,266,0.22,-0.75,0.17,-0.60,-50.27,-55.53,-109.10
86544908,817.50,-511.23,-206.05,15.40,-11.40,-46.49,14,66,266,0.22,-0.75,0.16,-0.60,-49.29,-56.31,-109.86
86565584,835.94,-502.08,-208.98,19.92,-11.89,-56.35,14,66,266,0.22,-0.76,0.15,-0.60,-48.18,-57.27,-110.72
86586284,852.17,-511.84,-229.86,20.26,-12.67,-63.29,14,66,266,0.21,-0.76,0.14,-0.60,-46.94,-58.26,-111.73
86606972,880.74,-520.02,-237.06,19.30,-12.06,-68.60,14,66,266,0.21,-0.76,0.13,-0.60,-45.72,-59.30,-112.75
86628360,867.68,-488.28,-243.04,16.17,-10.96,-71.91,14,66,266,0.21,-0.77,0.12,-0.60,-44.35,-60.32,-114.04
86648964,848.88,-440.67,-239.99,14.34,-11.69,-76.77,14,66,266,0.20,-0.77,0.10,-0.60,-42.80,-61.45,-115.67
86669596,861.69,-372.80,-213.62,17.84,-14.26,-86.15,14,66,266,0.19,-0.77,0.09,-0.60,-40.94,-62.91,-117.70
86690288,904.54,-350.71,-194.34,22.49,-17.50,-92.32,14,66,266,0.18,-0.77,0.07,-0.60,-39.00,-64.67,-119.72
86710972,976.81,-362.67,-203.49,32.45,-14.90,-95.89,14,66,266,0.17,-0.78,0.06,-0.60,-36.92,-66.44,-121.79
86732380,983.15,-426.76,-260.50,36.67,-15.13,-97.63,14,66,266,0.17,-0.78,0.04,-0.60,-34.65,-67.74,-123.97
86753040,952.51,-381.35,-292.11,31.92,-16.15,-103.09,14,66,266,0.16,-0.78,0.03,-0.60,-31.75,-68.77,-127.08
86773772,913.33,-239.38,-262.94,21.51,-19.09,-107.62,14,66,266,0.15,-0.78,0.01,-0.60,-27.83,-70.02,-131.78
86795348,999.02,-163.09,-200.32,20.47,-20.67,-101.70,14,66,266,0.14,-0.79,-0.01,-0.60,-23.11,-71.62,-137.72
86816172,1078.49,-190.31,-228.52,24.39,-17.17,-94.41,14,66,266,0.13,-0.79,-0.02,-0.61,-18.87,-73.03,-143.08
86836936,1014.16,-270.51,-265.26,25.58,-12.81,-92.10,14,66,266,0.12,-0.79,-0.03,-0.61,-15.70,-73.67,-146.89
86857652,881.23,-198.49,-279.05,20.88,-13.11,-94.25,14,66,266,0.11,-0.79,-0.04,-0.60,-11.77,-73.96,-151.71
86878404,897.95,-89.48,-212.52,16.82,-14.69,-85.58,14,66,266,0.10,-0.79,-0.05,-0.60,-7.01,-74.46,-157.91
86899732,1011.60,-46.39,-178.71,23.06,-15.44,-68.28,14,66,266,0.09,-0.79,-0.06,-0.61,-2.63,-75.22,-163.75
86931736,1018.68,-45.17,-188.72,26.17,-14.67,-64.05,14,66,266,0.08,-0.78,-0.08,-0.61,3.48,-76.16,-171.81
86952412,877.32,-110.72,-221.19,33.71,-8.57,-50.22,14,66,266,0.08,-0.78,-0.08,-0.61,4.67,-76.01,-173.03
86973056,889.40,-54.81,-193.24,31.34,-5.23,-36.93,14,66,266,0.08,-0.78,-0.08,-0.61,5.76,-76.04,-174.28
86993592,915.77,-65.55,-185.18,29.51,-3.15,-28.29,14,66,266,0.08,-0.78,-0.08,-0.61,6.19,-76.31,-174.82
87014152,911.74,-69.95,-187.99,27.77,1.04,-19.18,14,66,266,0.08,-0.78,-0.08,-0.61,5.54,-76.58,-173.96
87035456,890.50,-88.75,-195.19,24.19,6.03,-6.92,14,66,266,0.08,-0.78,-0.08,-0.62,4.43,-76.81,-172.56
87055952,911.50,-93.14,-196.17,22.24,8.03,-0.09,14,66,266,0.09,-0.78,-0.08,-0.62,2.34,-76.99,-169.90
87076456,913.94,-98.14,-166.02,17.68,11.36,5.97,14,66,266,0.09,-0.78,-0.07,-0.62,-0.24,-77.24,-166.71
87097000,935.79,-105.22,-78.61,11.70,13.82,8.23,14,66,266,0.09,-0.77,-0.06,-0.63,-4.12,-78.27,-161.99
87117476,1008.91,-183.84,-170.29,11.85,21.04,2.87,14,66,266,0.10,-0.77,-0.05,-0.63,-9.01,-78.69,-155.85
87138800,1045.04,-77.51,-280.52,15.24,26.95,-1.55,14,66,266,0.10,-0.76,-0.05,-0.63,-10.94,-78.76,-153.43
87159404,1171.88,102.91,-405.52,10.57,25.73,7.29,14,66,266,0.10,-0.76,-0.05,-0.64,-9.87,-78.90,-154.97
87179984,1212.40,31.25,-362.43,2.09,16.98,20.50,14,66,266,0.09,-0.77,-0.05,-0.63,-9.13,-78.88,-156.31
87200512,963.50,-109.74,-211.55,9.10,13.57,12.85,14,66,266,0.09,-0.77,-0.05,-0.63,-10.62,-78.68,-154.64
87218304,799.56,-145.26,-92.65,15.50,18.75,6.77,14,66,266,0.10,-0.76,-0.04,-0.64,-14.15,-78.89,-150.15
87238892,933.35,-218.02,-37.60,13.00,22.77,17.79,14,66,266,0.10,-0.76,-0.03,-0.65,-21.34,-79.21,-140.81
87259472,1172.36,-140.26,-60.91,11.19,22.26,10.99,14,66,266,0.11,-0.75,-0.02,-0.65,-28.29,-79.75,-131.98
87280140,1080.32,-99.24,-101.68,19.05,20.29,0.79,14,66,266,0.11,-0.74,-0.02,-0.66,-30.52,-80.49,-129.24
87297968,932.74,-198.12,-120.00,27.48,18.90,0.40,14,66,266,0.11,-0.74,-0.02,-0.66,-32.30,-80.35,-126.77
87318556,970.09,-244.63,-88.26,23.56,17.84,5.07,14,66,266,0.12,-0.74,-0.02,-0.66,-35.90,-79.84,-121.87
87339096,1058.35,-194.82,-26.49,11.12,16.94,7.10,14,66,266,0.12,-0.73,-0.01,-0.67,-40.81,-79.56,-115.58
87359736,1062.50,-144.90,-28.56,9.51,17.20,4.13,14,66,266,0.12,-0.73,-0.01,-0.67,-44.91,-79.95,-110.50
87380332,1018.55,-109.37,-61.77,19.31,16.46,-3.13,14,66,266,0.12,-0.73,-0.01,-0.68,-46.20,-80.49,-108.89
87401748,1008.18,-198.36,-59.94,23.25,13.49,-4.12,14,66,266,0.12,-0.72,-0.01,-0.68,-47.50,-80.69,-107.13
87422388,1011.11,-242.55,-57.25,21.45,13.27,-5.58,14,66,266,0.12,-0.72,-0.01,-0.68,-49.31,-80.24,-104.65
87443012,1015.99,-190.19,-66.28,15.72,12.42,-5.97,14,66,266,0.12,-0.72,-0.01,-0.68,-50.26,-80.02,-103.40
87463660,1014.28,-154.79,-69.70,9.98,11.39,-6.00,14,66,266,0.12,-0.72,-0.01,-0.68,-50.42,-80.15,-103.31
87484256,1005.13,-109.62,-36.62,7.32,10.48,-7.87,14,66,266,0.12,-0.72,-0.01,-0.68,-51.05,-80.65,-102.72
87505616,1010.62,-74.58,-46.02,11.80,8.89,-8.06,14,66,266,0.11,-0.72,-0.01,-0.69,-51.47,-81.43,-102.36
87526128,1017.21,-91.92,-58.96,12.02,8.22,-9.64,14,66,266,0.11,-0.72,-0.01,-0.69,-50.99,-82.00,-103.09
87546660,989.50,-62.62,-69.70,8.94,7.32,-10.45,14,66,266,0.10,-0.72,-0.02,-0.69,-50.00,-82.51,-104.52
87567160,996.58,-5.74,-68.12,5.96,5.05,-8.77,14,66,266,0.10,-0.72,-0.02,-0.69,-48.07,-83.27,-107.23
87587532,989.50,29.30,-20.39,-0.04,2.62,-5.03,14,66,266,0.09,-0.72,-0.02,-0.69,-46.44,-84.27,-109.67
87607936,988.28,67.99,-3.66,0.79,2.54,-3.47,14,66,266,0.08,-0.72,-0.03,-0.69,-45.17,-85.45,-111.67
87628296,998.78,115.60,-1.71,3.27,1.59,0.08,14,66,266,0.07,-0.72,-0.04,-0.69,-42.41,-86.64,-115.52
87649500,990.72,67.75,-5.62,2.09,0.85,2.27,14,66,266,0.06,-0.71,-0.04,-0.70,-37.73,-87.68,-121.96
87669888,986.21,1.34,-17.46,1.16,1.41,2.42,14,66,266,0.06,-0.71,-0.04,-0.70,-35.42,-88.12,-125.37
87690248,992.07,-41.63,-62.26,2.36,2.03,3.08,14,66,266,0.06,-0.71,-0.04,-0.70,-34.17,-87.82,-127.26
87710636,1002.81,-40.77,-56.88,0.38,1.20,4.62,14,66,266,0.06,-0.72,-0.03,-0.69,-33.26,-87.49,-128.69
87731060,1008.30,-64.09,-9.77,-1.82,0.37,4.84,14,66,266,0.06,-0.72,-0.03,-0.70,-38.08,-87.27,-122.69
87751384,1008.30,-92.77,-5.74,0.55,0.56,3.60,14,66,266,0.06,-0.71,-0.02,-0.70,-45.75,-86.86,-112.89
87768904,1008.79,-65.31,-42.48,4.09,0.69,2.98,14,66,266,0.06,-0.71,-0.02,-0.70,-46.39,-86.57,-112.17
87789292,1007.81,-43.21,-41.50,2.87,0.34,3.24,14,66,266,0.06,-0.72,-0.02,-0.70,-44.96,-86.47,-114.18
87809696,1001.71,-47.12,-9.03,2.56,-1.43,4.50,14,66,266,0.06,-0.72,-0.02,-0.70,-45.68,-86.52,-113.42
87830124,1005.98,-77.03,0.24,3.85,-2.27,5.17,14,66,266,0.06,-0.71,-0.02,-0.70,-49.50,-86.35,-108.53
87850500,1021.12,-132.20,-30.52,4.56,-2.40,3.61,14,66,266,0.06,-0.71,-0.01,-0.70,-51.16,-85.74,-106.42
87871064,1014.53,-139.77,-41.87,4.20,-2.96,2.73,14,66,266,0.07,-0.72,-0.01,-0.70,-51.03,-85.10,-106.65
87891612,1012.70,-123.90,-24.05,3.30,-3.85,3.03,14,66,266,0.07,-0.72,-0.01,-0.69,-51.63,-84.64,-105.92
87927136,1007.81,-132.20,-31.62,2.78,-3.49,2.00,14,66,266,0.07,-0.72,-0.00,-0.69,-51.82,-83.88,-105.77
87947756,1006.47,-81.91,-42.24,1.30,-4.28,1.40,14,66,266,0.07,-0.72,-0.00,-0.69,-50.11,-83.87,-108.10
87969108,1011.96,-73.73,0.37,0.80,-5.26,1.51,14,66,266,0.07,-0.72,-0.00,-0.69,-50.28,-84.13,-107.98
87989592,1006.35,-72.88,-7.81,3.24,-5.45,1.17,14,66,266,0.07,-0.72,-0.00,-0.69,-51.72,-84.43,-106.15
88010076,1002.81,-65.31,-36.50,4.75,-5.68,0.91,14,66,266,0.07,-0.72,-0.00,-0.69,-50.57,-84.58,-107.68
88027752,996.46,-41.26,-50.17,3.59,-6.21,1.38,14,66,266,0.06,-0.72,-0.01,-0.69,-48.01,-84.74,-111.06
88048956,1003.66,-107.18,-38.21,2.32,-7.33,1.44,14,66,266,0.06,-0.72,-0.01,-0.69,-45.83,-84.75,-113.99
88066700,1004.88,-133.67,-49.44,3.65,-7.51,1.07,14,66,266,0.07,-0.72,-0.00,-0.69,-45.86,-84.33,-113.97
88088056,1010.25,-82.76,-43.70,1.76,-8.29,1.34,14,66,266,0.07,-0.72,-0.00,-0.69,-44.91,-84.04,-115.25
88105808,998.78,-27.47,-28.93,0.34,-8.66,2.46,14,66,266,0.06,-0.72,-0.00,-0.69,-43.51,-84.32,-117.17
88126204,991.33,6.59,-33.81,1.37,-8.91,3.55,14,66,266,0.06,-0.72,-0.01,-0.69,-40.52,-84.89,-121.18
88146488,1010.86,-42.85,-23.68,1.82,-9.80,4.82,14,66,266,0.06,-0.72,-0.01,-0.69,-38.83,-85.25,-123.48
88167720,1012.45,-105.71,-33.45,1.73,-10.80,5.29,14,66,266,0.06,-0.72,-0.01,-0.69,-40.32,-85.08,-121.60
88188284,1008.54,-125.73,-48.22,1.06,-10.77,4.99,14,66,266,0.06,-0.72,-0.00,-0.69,-41.30,-84.52,-120.36
88208928,991.94,-113.53,-86.67,1.06,-11.33,4.24,14,66,266,0.06,-0.73,-0.00,-0.68,-39.86,-83.95,-122.29
88229568,987.43,-110.60,-87.40,0.34,-12.27,3.95,14,66,266,0.06,-0.73,0.00,-0.68,-38.10,-83.47,-124.65
88250192,1010.01,-133.54,-76.29,-3.12,-12.99,4.01,14,66,266,0.07,-0.73,0.00,-0.68,-37.56,-82.97,-125.46
88271652,1019.53,-125.49,-78.74,-8.71,-13.74,6.44,14,66,266,0.07,-0.73,0.01,-0.68,-37.31,-82.48,-125.94
88292308,995.97,-106.32,-74.34,-13.45,-14.14,6.62,14,66,266,0.07,-0.74,0.01,-0.67,-36.89,-82.16,-126.76
88312976,989.01,-49.80,-66.16,-16.04,-14.22,4.96,14,66,266,0.06,-0.74,0.01,-0.67,-35.00,-82.34,-129.58
88333512,992.92,-58.47,-75.68,-14.23,-14.48,4.84,14,66,266,0.06,-0.74,0.01,-0.67,-33.02,-82.49,-132.49
88354060,985.35,-61.16,-117.92,-9.90,-14.54,4.28,14,66,266,0.06,-0.74,0.01,-0.67,-30.50,-82.32,-136.02
88375364,985.72,-75.81,-137.33,-9.41,-15.17,4.75,14,66,266,0.05,-0.74,0.01,-0.67,-27.93,-81.96,-139.58
88395916,983.52,-81.54,-139.77,-10.11,-15.23,6.35,14,66,266,0.05,-0.75,0.01,-0.66,-26.34,-81.52,-141.85
88416488,973.88,-47.12,-139.65,-12.59,-15.15,7.42,14,66,266,0.05,-0.75,0.01,-0.66,-24.67,-81.19,-144.26
88437080,978.15,5.49,-142.21,-14.40,-15.10,8.26,14,66,266,0.05,-0.75,0.01,-0.66,-21.80,-81.06,-148.31
88454808,989.75,29.66,-136.72,-15.37,-14.56,11.22,14,66,266,0.04,-0.75,0.01,-0.66,-18.87,-81.08,-152.43
88475464,997.19,-25.88,-145.39,-13.40,-15.01,12.87,14,66,266,0.04,-0.76,0.01,-0.65,-17.00,-80.90,-155.15
88492524,991.09,-57.50,-154.30,-11.22,-15.46,12.28,14,66,266,0.04,-0.76,0.01,-0.65,-16.89,-80.55,-155.42
88513212,1008.30,-128.54,-156.98,-10.22,-14.91,15.06,14,66,266,0.04,-0.76,0.01,-0.65,-18.43,-80.02,-153.49
88534716,1024.90,-173.58,-149.54,-11.09,-14.85,16.81,14,66,266,0.05,-0.76,0.02,-0.65,-21.51,-79.35,-149.50
88555436,1014.28,-148.32,-156.98,-10.09,-15.18,15.53,14,66,266,0.05,-0.76,0.02,-0.64,-23.59,-78.75,-146.80
88576140,1002.44,-109.01,-193.97,-5.23,-14.76,13.50,14,66,266,0.05,-0.76,0.03,-0.64,-23.67,-78.22,-146.71
88596740,1003.78,-108.03,-207.28,-0.72,-13.62,12.16,14,66,266,0.05,-0.77,0.03,-0.64,-23.26,-77.72,-147.19
88617332,1014.28,-100.83,-218.14,2.99,-12.55,11.89,14,66,266,0.05,-0.77,0.03,-0.64,-22.75,-77.27,-147.73
88638712,1003.66,-92.53,-221.92,3.62,-14.64,16.14,14,66,266,0.06,-0.77,0.03,-0.63,-22.17,-76.87,-148.34
88659268,988.40,-54.81,-211.55,4.05,-15.46,16.35,14,66,266,0.06,-0.77,0.02,-0.63,-21.41,-76.53,-149.22
88679784,945.68,-35.89,-216.31,3.38,-12.05,22.38,14,66,266,0.06,-0.78,0.02,-0.63,-20.18,-76.36,-150.76
88700332,959.11,-108.64,-233.40,-0.28,-9.38,26.31,14,66,266,0.06,-0.78,0.02,-0.62,-20.48,-75.84,-150.35
88720892,1023.19,-154.91,-226.44,-5.50,-6.71,34.35,14,66,266,0.06,-0.78,0.03,-0.62,-22.12,-75.33,-148.23
88742340,1035.52,-121.83,-185.79,-9.25,-4.60,43.16,14,66,266,0.07,-0.78,0.04,-0.62,-24.11,-74.95,-145.71
88763060,1039.18,-124.51,-177.49,-13.24,-3.59,48.90,14,66,266,0.07,-0.78,0.04,-0.63,-26.05,-74.91,-143.36
88783760,1009.40,-237.06,-173.83,-11.24,-1.24,59.70,14,66,266,0.08,-0.77,0.05,-0.63,-29.78,-74.35,-138.58
88804384,961.79,-325.56,-189.82,-5.33,1.58,63.73,14,66,266,0.09,-0.77,0.06,-0.63,-33.86,-73.00,-133.23
88824916,920.65,-404.79,-226.44,0.68,7.17,65.93,14,66,266,0.10,-0.77,0.08,-0.62,-37.37,-71.28,-128.55
88846252,907.23,-434.45,-234.38,2.09,10.54,67.87,14,66,266,0.12,-0.77,0.09,-0.62,-40.40,-69.41,-124.47
88884648,885.99,-437.38,-239.99,1.05,11.31,70.27,14,66,266,0.14,-0.77,0.11,-0.62,-44.36,-65.96,-119.19
88905264,837.89,-471.19,-219.24,-0.43,7.61,74.39,14,66,266,0.15,-0.76,0.13,-0.61,-45.96,-64.00,-117.07
88923024,816.04,-534.79,-217.53,-2.10,7.36,71.11,14,66,266,0.17,-0.76,0.14,-0.61,-47.25,-62.23,-115.35
88943640,775.39,-602.05,-191.41,-1.57,9.32,67.53,14,66,266,0.18,-0.76,0.15,-0.61,-48.78,-60.05,-113.27
88964188,785.77,-651.49,-168.33,-2.09,9.47,67.18,14,66,266,0.20,-0.75,0.17,-0.60,-50.28,-57.85,-111.16
88984724,793.82,-612.79,-158.45,-5.95,9.04,67.53,14,66,266,0.21,-0.75,0.18,-0.60,-51.52,-55.82,-109.44
89006000,792.11,-551.64,-170.53,-3.56,4.61,68.36,14,66,266,0.22,-0.75,0.19,-0.60,-52.38,-54.17,-108.18
89026588,777.59,-551.51,-175.17,-0.98,1.95,63.61,14,66,266,0.23,-0.74,0.20,-0.60,-52.80,-52.91,-107.50
89047120,737.55,-622.07,-183.11,3.51,1.75,54.82,14,66,266,0.24,-0.74,0.20,-0.59,-53.10,-51.52,-106.89
89067616,705.32,-674.56,-184.57,5.64,4.88,53.66,14,66,266,0.25,-0.74,0.21,-0.59,-53.45,-49.90,-106.17
89088156,672.24,-697.39,-182.74,3.02,10.70,57.59,14,66,266,0.26,-0.73,0.22,-0.59,-53.92,-48.15,-105.39
89109520,695.68,-700.44,-161.13,-2.75,12.81,60.84,14,66,266,0.27,-0.73,0.23,-0.58,-54.44,-46.45,-104.63
89130112,712.40,-703.25,-153.32,-8.73,12.83,60.81,14,66,266,0.28,-0.73,0.24,-0.58,-54.98,-45.08,-103.88
89150672,718.38,-724.00,-130.98,-15.79,14.65,62.95,14,66,266,0.29,-0.72,0.25,-0.58,-55.58,-43.82,-103.15
89171284,716.43,-686.77,-140.75,-14.69,14.83,66.38,14,66,266,0.29,-0.72,0.25,-0.58,-56.06,-42.81,-102.67
