t,ax,ay,az,gx,gy,gz,m1,m2,m3,q0,q1,q2,q3,y,p,r
13264344,986.33,10.25,65.06,-4.84,13.42,47.23,14,66,266,0.10,-0.69,0.01,-0.71,-72.49,-80.29,-77.12
13284636,1000.12,-100.59,65.19,3.52,8.49,47.55,14,66,266,0.11,-0.69,0.02,-0.72,-75.59,-79.98,-73.10
13304952,984.01,-153.08,41.02,2.91,10.30,48.80,14,66,266,0.11,-0.69,0.02,-0.72,-75.46,-79.30,-73.30
13325252,1002.32,-178.22,17.46,-2.43,10.89,50.51,14,66,266,0.11,-0.69,0.03,-0.72,-74.44,-78.39,-74.75
13346340,1048.58,-157.71,19.78,-13.76,9.43,55.39,14,66,266,0.12,-0.69,0.03,-0.71,-73.29,-77.60,-76.52
13366708,1048.95,-91.06,22.46,-21.00,7.28,58.38,14,66,266,0.12,-0.69,0.04,-0.71,-72.73,-77.23,-77.64
13387692,1088.38,36.50,3.05,-29.24,3.91,64.21,14,66,266,0.11,-0.69,0.04,-0.71,-72.83,-77.19,-78.04
13405132,1074.10,123.17,-28.56,-32.30,2.95,67.63,14,66,266,0.11,-0.69,0.04,-0.71,-72.01,-77.12,-79.63
13426172,1045.53,253.05,7.20,-28.43,0.49,74.97,14,66,266,0.11,-0.69,0.05,-0.71,-71.44,-77.04,-80.97
13443632,1006.59,258.06,11.84,-21.23,-2.02,81.99,14,66,266,0.11,-0.69,0.05,-0.71,-71.05,-76.88,-81.82
13463968,990.60,194.21,11.47,-14.13,-3.94,89.69,14,66,266,0.11,-0.69,0.06,-0.71,-70.40,-76.52,-82.90
13484220,995.36,41.87,-13.79,-12.97,-7.10,102.55,14,66,266,0.11,-0.70,0.06,-0.71,-69.13,-75.85,-84.70
13504504,1104.13,33.57,35.40,-21.93,-14.66,113.88,14,66,266,0.12,-0.70,0.07,-0.71,-69.01,-74.92,-85.01
13524884,1295.29,187.26,-212.89,-16.40,-17.03,130.53,14,66,266,0.12,-0.70,0.08,-0.70,-66.62,-73.52,-88.45
13546116,1276.61,248.41,-285.28,-43.66,-18.60,126.29,14,66,266,0.13,-0.70,0.09,-0.69,-64.45,-72.05,-91.87
13566648,1388.31,367.31,-321.66,-58.42,-21.78,138.39,14,66,266,0.13,-0.71,0.11,-0.68,-62.43,-70.50,-95.61
13587200,1359.99,251.46,-395.51,-62.49,-23.55,153.43,14,66,266,0.14,-0.72,0.13,-0.67,-60.71,-68.46,-99.18
13607780,1198.73,-2.93,-50.78,-55.76,-31.36,128.28,14,66,266,0.14,-0.72,0.14,-0.66,-59.75,-66.88,-101.49
13628220,1105.96,-461.18,69.58,-38.64,-32.36,58.97,14,66,266,0.14,-0.72,0.15,-0.66,-60.38,-65.93,-100.84
13649424,1269.78,-587.89,166.50,41.31,-8.78,14.31,14,66,266,0.15,-0.71,0.15,-0.67,-61.75,-65.38,-98.12
13669892,1268.07,-819.70,223.02,85.37,-14.76,14.31,14,66,266,0.17,-0.70,0.14,-0.67,-63.07,-64.80,-94.21
13690332,808.59,-1171.26,-168.58,68.79,13.33,16.02,14,66,266,0.19,-0.70,0.14,-0.67,-62.95,-63.04,-92.55
13710768,612.43,-1134.40,-223.51,27.50,38.45,-2.08,14,66,266,0.20,-0.70,0.14,-0.67,-63.49,-61.65,-91.20
13731112,609.86,-1088.62,-121.09,-27.02,26.38,-37.13,14,66,266,0.21,-0.69,0.15,-0.67,-64.12,-60.86,-90.77
13751568,604.86,-1073.24,-69.34,-57.21,8.10,-55.66,14,66,266,0.20,-0.69,0.16,-0.67,-64.23,-60.50,-91.61
13771904,534.67,-956.30,-16.24,-95.99,-6.21,-87.27,14,66,266,0.19,-0.70,0.17,-0.67,-63.92,-60.71,-93.64
13792184,516.48,-799.80,52.12,-100.75,-8.48,-109.16,14,66,266,0.18,-0.70,0.17,-0.67,-63.64,-61.44,-95.73
13812632,576.54,-588.62,58.35,-64.93,-3.95,-135.22,14,66,266,0.16,-0.71,0.17,-0.67,-63.60,-62.82,-96.81
13833748,640.75,-510.62,54.81,-15.97,0.66,-165.01,14,66,266,0.15,-0.71,0.16,-0.67,-63.74,-64.79,-96.74
13854160,640.14,-552.61,36.74,16.15,0.23,-186.26,14,66,266,0.14,-0.71,0.14,-0.68,-63.80,-67.22,-95.97
13874572,730.22,-652.59,-135.01,39.53,0.73,-222.56,14,66,266,0.13,-0.71,0.11,-0.68,-62.38,-70.25,-96.77
13894964,822.88,-642.94,-158.33,30.54,-5.07,-235.50,14,66,266,0.11,-0.72,0.09,-0.68,-59.75,-73.77,-99.34
13912580,808.11,-679.93,-152.22,17.46,-14.72,-226.38,14,66,266,0.10,-0.72,0.06,-0.68,-56.57,-76.54,-102.93
13933108,808.84,-593.75,-124.39,7.14,-19.00,-219.64,14,66,266,0.08,-0.73,0.04,-0.68,-50.97,-79.44,-109.84
13950800,903.81,-529.54,-91.92,0.72,-21.19,-217.06,14,66,266,0.06,-0.73,0.02,-0.68,-43.79,-81.68,-119.04
13971196,927.86,-399.41,-123.90,6.00,-12.74,-215.26,14,66,266,0.05,-0.73,0.00,-0.68,-29.87,-83.88,-137.07
13991620,842.77,-324.83,-230.10,18.13,-6.48,-211.65,14,66,266,0.03,-0.74,-0.02,-0.67,-5.09,-84.83,-169.20
14012040,773.93,142.70,-205.69,32.93,-3.51,-211.24,14,66,266,0.01,-0.74,-0.05,-0.67,25.95,-83.30,150.69
14033244,806.76,461.55,-77.76,41.56,-1.55,-175.45,14,66,266,-0.02,-0.74,-0.09,-0.67,45.22,-79.38,126.15
14071420,769.29,530.88,-68.85,50.77,-0.66,-137.15,14,66,266,-0.06,-0.73,-0.15,-0.66,57.57,-72.29,111.60
14089684,677.86,609.50,-127.44,63.70,6.01,-18.73,14,66,266,-0.06,-0.73,-0.17,-0.66,58.96,-70.45,110.81
14110108,625.61,215.09,0.00,52.86,4.86,25.51,14,66,266,-0.06,-0.73,-0.17,-0.66,60.37,-70.33,109.37
14130332,941.04,10.38,-395.39,45.69,25.46,74.49,14,66,266,-0.04,-0.73,-0.16,-0.66,57.54,-72.13,113.93
14150728,1981.45,627.81,-597.78,53.67,34.48,90.58,14,66,266,-0.03,-0.73,-0.16,-0.66,55.32,-73.88,117.63
14171168,1384.28,525.76,-89.11,55.37,6.38,64.74,14,66,266,-0.02,-0.74,-0.15,-0.66,54.28,-74.69,119.52
14192252,497.19,-139.16,313.35,63.05,-0.94,71.33,14,66,266,-0.00,-0.73,-0.15,-0.66,54.69,-76.39,119.72
14209836,666.50,-666.38,349.00,59.01,5.97,81.32,14,66,266,0.01,-0.73,-0.14,-0.67,52.24,-78.44,123.88
14230196,967.16,-1076.05,257.69,47.70,31.34,79.06,14,66,266,0.04,-0.73,-0.13,-0.67,48.26,-81.10,129.99
14250628,1083.62,-725.95,-227.05,46.06,33.20,63.23,14,66,266,0.06,-0.73,-0.12,-0.67,38.55,-83.28,143.58
14271736,1221.19,-299.07,-273.44,-27.92,31.67,58.96,14,66,266,0.08,-0.73,-0.10,-0.67,24.28,-84.64,162.48
14292240,964.97,-217.77,47.73,-72.33,11.05,49.71,14,66,266,0.08,-0.73,-0.08,-0.67,3.86,-85.46,-172.33
14313292,810.30,-126.71,154.91,-46.37,15.24,53.79,14,66,266,0.08,-0.72,-0.06,-0.68,-18.20,-86.06,-144.83
14333788,1078.37,-116.70,151.37,-8.45,28.09,54.05,14,66,266,0.09,-0.72,-0.04,-0.69,-43.80,-85.89,-111.85
14354460,1280.76,-260.50,1.71,28.14,31.01,44.37,14,66,266,0.10,-0.71,-0.03,-0.70,-58.90,-84.18,-91.94
14375724,934.57,-150.15,-76.42,28.54,13.83,30.13,14,66,266,0.11,-0.71,-0.02,-0.70,-59.42,-82.80,-90.98
14396316,879.39,-129.03,-45.65,24.80,14.95,33.25,14,66,266,0.12,-0.71,-0.02,-0.70,-59.09,-82.01,-91.24
14416880,1040.28,-105.59,-51.88,10.93,16.74,37.56,14,66,266,0.12,-0.71,-0.01,-0.70,-59.84,-81.31,-90.34
14437472,1048.58,-5.86,-87.04,-6.51,12.08,37.84,14,66,266,0.12,-0.71,-0.01,-0.70,-59.38,-81.16,-91.30
14457912,968.14,87.16,-7.08,-27.95,7.76,35.16,14,66,266,0.11,-0.71,-0.01,-0.70,-59.33,-81.52,-92.10
14478296,943.85,98.51,62.13,-25.80,8.17,35.00,14,66,266,0.10,-0.71,-0.01,-0.70,-61.77,-82.15,-89.64
14498704,1021.85,-7.45,41.26,-5.13,8.02,35.77,14,66,266,0.10,-0.70,-0.01,-0.70,-65.06,-82.60,-85.71
14519860,1024.66,-189.33,4.15,4.76,6.63,32.52,14,66,266,0.10,-0.70,-0.00,-0.71,-66.53,-81.93,-84.05
14540344,998.90,-189.21,-10.50,3.43,6.18,32.55,14,66,266,0.11,-0.70,0.01,-0.70,-65.80,-80.86,-85.15
14560732,992.80,-115.23,-11.60,-6.07,5.30,33.01,14,66,266,0.11,-0.70,0.01,-0.70,-65.49,-80.31,-85.82
14581060,1004.27,-85.94,6.23,-13.65,4.24,35.93,14,66,266,0.11,-0.70,0.01,-0.70,-65.65,-80.27,-86.01
14601388,996.58,-80.08,16.60,-16.15,3.88,37.32,14,66,266,0.10,-0.70,0.02,-0.70,-66.20,-80.28,-85.74
14621720,997.80,-73.24,3.78,-12.47,3.76,38.12,14,66,266,0.10,-0.70,0.02,-0.70,-66.46,-80.30,-85.76
14639208,990.48,-48.71,6.47,-6.96,3.08,41.30,14,66,266,0.10,-0.70,0.02,-0.70,-66.58,-80.35,-85.81
14659412,986.45,-17.94,11.84,-5.70,2.87,44.03,14,66,266,0.10,-0.70,0.02,-0.70,-66.81,-80.49,-85.67
14676884,980.96,21.85,18.07,-5.51,1.62,46.12,14,66,266,0.10,-0.70,0.02,-0.71,-67.20,-80.69,-85.28
14697176,966.55,73.85,21.85,-8.51,-1.74,51.90,14,66,266,0.09,-0.70,0.02,-0.71,-67.51,-80.96,-85.04
14717500,955.57,128.17,-7.69,-9.97,-4.59,58.04,14,66,266,0.09,-0.70,0.02,-0.71,-66.98,-81.13,-85.93
14737860,988.77,211.30,127.81,-15.07,-7.78,68.41,14,66,266,0.09,-0.70,0.02,-0.71,-67.33,-81.15,-85.72
14759112,1191.16,394.90,-102.78,-18.36,-10.94,80.82,14,66,266,0.09,-0.70,0.02,-0.70,-66.43,-81.00,-87.25
14779636,1188.23,246.22,-183.47,-19.33,-22.13,87.24,14,66,266,0.09,-0.71,0.03,-0.70,-62.99,-80.52,-92.15
14800264,1141.60,134.03,-302.73,-30.99,-11.50,91.53,14,66,266,0.09,-0.71,0.04,-0.69,-59.12,-79.44,-97.85
14820824,1191.16,44.68,-298.71,-36.78,-12.69,98.92,14,66,266,0.09,-0.72,0.05,-0.69,-56.38,-78.11,-102.23
14841348,1261.47,-338.75,-326.17,-49.59,-15.15,91.91,14,66,266,0.10,-0.73,0.07,-0.68,-54.41,-76.03,-105.80
14862744,1173.58,-476.68,-131.71,-50.68,-14.57,74.72,14,66,266,0.11,-0.73,0.09,-0.67,-53.87,-73.63,-107.50
14883388,1112.79,-423.83,5.86,-44.20,-22.32,70.21,14,66,266,0.12,-0.73,0.10,-0.67,-55.62,-71.52,-105.62
14903928,978.39,-447.02,68.85,-20.17,-28.40,53.34,14,66,266,0.13,-0.73,0.11,-0.67,-57.61,-69.93,-102.89
14924468,828.98,-607.67,20.51,-2.69,-20.14,31.24,14,66,266,0.14,-0.72,0.12,-0.67,-58.49,-68.02,-101.35
14944968,659.42,-956.67,-49.56,15.29,0.97,-4.21,14,66,266,0.15,-0.72,0.13,-0.66,-59.01,-66.61,-100.22
14966172,744.14,-889.65,-194.34,19.07,13.73,-7.80,14,66,266,0.16,-0.72,0.13,-0.66,-59.30,-65.41,-99.28
14986664,882.45,-994.87,-246.83,-10.25,8.09,-6.28,14,66,266,0.17,-0.72,0.14,-0.66,-59.23,-64.28,-99.27
15027684,810.67,-1006.59,-197.75,-82.66,-9.12,-33.00,14,66,266,0.16,-0.73,0.16,-0.65,-58.02,-62.66,-103.45
15046196,616.21,-431.15,-33.33,-100.21,-14.15,-75.83,14,66,266,0.15,-0.73,0.17,-0.64,-57.39,-62.85,-105.66
15064024,660.28,-345.70,-8.67,-60.27,-5.22,-82.41,14,66,266,0.14,-0.73,0.16,-0.65,-57.47,-63.88,-105.97
15084476,744.75,-376.22,-78.37,-13.54,3.74,-90.84,14,66,266,0.14,-0.73,0.15,-0.65,-57.13,-65.56,-105.92
15104912,853.76,-592.04,-196.53,15.66,9.81,-109.03,14,66,266,0.13,-0.73,0.14,-0.65,-55.80,-66.81,-107.01
15126116,863.53,-699.10,-275.15,7.23,3.76,-118.46,14,66,266,0.13,-0.74,0.13,-0.65,-54.23,-68.02,-108.43
15146616,807.13,-570.07,-258.30,-10.53,-2.01,-112.37,14,66,266,0.12,-0.74,0.12,-0.65,-52.11,-69.15,-110.98
15167104,822.02,-357.30,-169.43,-27.86,-8.61,-100.00,14,66,266,0.11,-0.75,0.11,-0.65,-49.61,-70.29,-114.37
15187604,868.04,-315.67,-157.84,-26.94,-8.45,-94.85,14,66,266,0.10,-0.75,0.10,-0.64,-46.89,-71.57,-118.02
15208116,864.62,-292.36,-176.76,-9.70,-6.03,-91.32,14,66,266,0.09,-0.76,0.09,-0.64,-43.93,-72.74,-121.76
15229400,802.25,-181.88,-157.59,17.65,0.11,-82.73,14,66,266,0.08,-0.76,0.07,-0.64,-40.43,-74.14,-125.80
15250004,809.33,-187.13,-128.17,29.41,3.37,-69.15,14,66,266,0.08,-0.76,0.06,-0.64,-37.70,-75.31,-128.49
15270480,899.90,-241.94,-126.95,32.81,5.91,-51.73,14,66,266,0.08,-0.76,0.05,-0.65,-36.65,-75.96,-128.87
15290956,915.77,-246.70,-130.62,30.33,6.10,-43.61,14,66,266,0.09,-0.76,0.04,-0.65,-36.60,-76.33,-128.05
15311460,918.70,68.24,-139.40,30.78,8.66,-24.12,14,66,266,0.08,-0.76,0.03,-0.65,-33.49,-77.27,-131.53
15331896,1000.98,131.84,-299.80,24.08,7.90,3.75,14,66,266,0.08,-0.76,0.02,-0.65,-30.07,-77.99,-135.60
15352324,1218.87,-455.69,-284.67,4.89,12.08,35.68,14,66,266,0.09,-0.76,0.03,-0.65,-32.43,-76.96,-132.38
15373608,1266.72,-233.89,-119.02,-23.20,-0.43,10.83,14,66,266,0.10,-0.76,0.04,-0.65,-36.39,-76.07,-127.30
15394168,947.27,-25.51,-97.05,-41.40,3.84,-8.80,14,66,266,0.08,-0.75,0.03,-0.65,-35.20,-77.17,-129.63
15414516,836.18,-153.56,-0.49,-30.47,9.45,7.49,14,66,266,0.08,-0.75,0.04,-0.66,-38.87,-78.16,-125.38
15434780,1018.43,-48.22,-76.05,-4.26,11.55,10.17,14,66,266,0.08,-0.74,0.03,-0.67,-40.60,-79.09,-123.22
15455196,1120.24,-19.65,-202.03,8.10,10.44,0.48,14,66,266,0.07,-0.74,0.03,-0.66,-38.36,-79.68,-126.02
15475556,988.28,-124.51,-151.37,7.06,9.90,-4.78,14,66,266,0.07,-0.74,0.03,-0.66,-36.97,-79.89,-127.70
15493072,907.23,-116.82,-112.06,13.64,9.81,-2.44,14,66,266,0.07,-0.74,0.02,-0.66,-36.86,-80.00,-127.59
15513432,976.93,-113.77,-98.51,10.61,9.51,1.21,14,66,266,0.07,-0.74,0.02,-0.67,-37.03,-80.22,-127.08
15533804,1067.87,-120.97,-70.43,2.69,8.58,1.55,14,66,266,0.07,-0.74,0.02,-0.67,-38.09,-80.60,-125.57
15554120,1054.20,-111.21,-54.08,4.40,7.84,-1.55,14,66,266,0.07,-0.74,0.02,-0.67,-39.53,-81.15,-123.56
15574432,993.53,-75.20,-59.57,9.87,7.42,-5.02,14,66,266,0.07,-0.73,0.01,-0.68,-39.60,-81.84,-123.29
15594632,979.98,-87.04,-63.96,9.74,7.45,-4.96,14,66,266,0.07,-0.73,0.01,-0.68,-39.73,-82.35,-122.93
15614884,992.43,-56.76,-84.35,4.83,6.48,-4.46,14,66,266,0.07,-0.73,0.01,-0.68,-38.94,-82.72,-123.88
15635128,1014.40,-4.03,-105.10,-0.06,5.18,-3.71,14,66,266,0.06,-0.73,0.00,-0.68,-36.07,-83.23,-127.70
15655436,995.12,26.73,-71.17,-5.00,2.61,-4.30,14,66,266,0.05,-0.73,-0.00,-0.68,-32.29,-83.93,-132.83
15676368,952.03,82.76,-18.55,-1.12,1.83,-1.39,14,66,266,0.05,-0.73,-0.01,-0.68,-27.33,-84.94,-139.51
15696608,995.48,55.42,-15.63,3.67,1.59,1.11,14,66,266,0.04,-0.73,-0.01,-0.68,-22.10,-85.95,-146.43
15717448,1014.28,-19.65,-49.93,8.00,0.66,1.64,14,66,266,0.04,-0.73,-0.02,-0.69,-19.58,-86.44,-149.68
15737680,998.41,3.91,-79.47,6.62,-0.73,3.02,14,66,266,0.04,-0.73,-0.02,-0.69,-17.40,-86.37,-152.49
15757808,1036.99,37.23,-77.88,1.30,-2.19,3.43,14,66,266,0.04,-0.73,-0.02,-0.68,-12.06,-86.34,-159.56
15778096,999.02,18.07,-70.31,-0.85,-2.28,1.57,14,66,266,0.03,-0.73,-0.02,-0.68,-8.15,-86.29,-164.81
15798224,961.79,-9.52,-53.96,-1.00,-2.01,4.19,14,66,266,0.03,-0.73,-0.02,-0.68,-6.97,-86.35,-166.49
15818288,994.63,-85.33,-60.42,1.33,-1.38,7.00,14,66,266,0.03,-0.73,-0.02,-0.68,-13.02,-86.18,-158.57
15838444,1022.09,-173.22,-81.42,4.09,-1.10,6.42,14,66,266,0.04,-0.73,-0.01,-0.68,-22.54,-85.63,-145.98
15858724,1022.22,-165.16,-109.74,4.01,-1.33,5.04,14,66,266,0.05,-0.73,-0.01,-0.68,-27.62,-84.89,-139.21
15879132,1016.97,-149.17,-114.14,-0.85,-1.82,1.88,14,66,266,0.05,-0.73,-0.00,-0.68,-29.33,-84.24,-136.98
15900288,982.06,-112.55,-78.37,-3.65,-1.91,1.01,14,66,266,0.05,-0.73,-0.00,-0.68,-30.92,-83.71,-134.95
15917828,988.28,-81.18,-61.04,-2.23,-1.75,1.76,14,66,266,0.05,-0.73,0.00,-0.68,-31.82,-83.64,-133.83
15938108,1008.06,-69.34,-57.62,1.10,-1.45,1.24,14,66,266,0.05,-0.73,0.00,-0.68,-32.36,-83.81,-133.12
15955604,1001.59,-112.18,-85.82,3.56,-1.09,0.74,14,66,266,0.05,-0.73,0.00,-0.68,-32.77,-83.67,-132.52
15993684,993.16,-121.70,-91.67,1.09,-1.20,1.49,14,66,266,0.06,-0.73,0.00,-0.68,-34.09,-83.02,-130.74
16011828,1022.34,-80.08,-73.97,-5.01,-2.03,2.00,14,66,266,0.06,-0.73,0.00,-0.68,-33.75,-83.05,-131.28
16032092,1021.24,-72.14,-74.95,-3.14,-2.00,-0.37,14,66,266,0.06,-0.73,0.00,-0.68,-33.24,-83.20,-132.04
16053104,994.63,-87.52,-93.99,-0.43,-1.82,-2.32,14,66,266,0.05,-0.74,0.00,-0.68,-32.14,-83.19,-133.51
16073344,995.00,-89.48,-97.78,-1.40,-1.89,-1.98,14,66,266,0.05,-0.74,0.00,-0.67,-31.38,-83.09,-134.53
16093548,1001.83,-72.75,-93.87,-3.80,-1.88,-1.62,14,66,266,0.05,-0.74,0.00,-0.67,-30.35,-83.08,-135.95
16113820,997.19,-63.48,-81.91,-4.94,-1.76,-1.57,14,66,266,0.05,-0.74,0.00,-0.67,-29.41,-83.20,-137.28
16134064,995.24,-54.81,-75.93,-4.10,-1.80,-1.83,14,66,266,0.05,-0.74,0.00,-0.67,-28.49,-83.44,-138.58
16155028,1010.62,-55.18,-81.18,-1.40,-1.73,-3.10,14,66,266,0.05,-0.74,0.00,-0.67,-27.28,-83.63,-140.22
16172588,999.63,-59.57,-88.38,-0.21,-1.99,-3.09,14,66,266,0.05,-0.74,-0.00,-0.67,-26.41,-83.69,-141.37
16192892,991.46,-47.00,-93.75,-0.11,-2.11,-2.78,14,66,266,0.05,-0.74,-0.00,-0.67,-24.90,-83.73,-143.35
16213160,994.02,-28.81,-94.36,-1.28,-2.48,-1.69,14,66,266,0.04,-0.74,-0.00,-0.67,-22.73,-83.84,-146.23
16233452,998.17,-30.64,-93.87,-2.34,-2.43,-1.05,14,66,266,0.04,-0.74,-0.00,-0.67,-20.76,-83.90,-148.88
16253764,999.63,-16.85,-86.30,-3.33,-2.33,-0.07,14,66,266,0.04,-0.74,-0.01,-0.67,-18.80,-84.07,-151.54
16274000,995.73,-11.35,-90.70,-3.06,-2.26,0.07,14,66,266,0.04,-0.74,-0.01,-0.67,-16.64,-84.19,-154.45
16294252,993.65,-5.74,-90.82,-2.49,-2.29,0.47,14,66,266,0.03,-0.74,-0.01,-0.67,-14.39,-84.25,-157.49
16315144,999.39,-22.22,-93.14,-1.66,-2.33,1.75,14,66,266,0.03,-0.74,-0.01,-0.67,-12.80,-84.29,-159.64
16335404,997.68,-41.50,-92.53,-1.16,-2.14,1.70,14,66,266,0.03,-0.74,-0.01,-0.67,-12.93,-84.25,-159.48
16356376,998.90,-67.38,-92.90,-1.08,-2.28,1.84,14,66,266,0.03,-0.74,-0.01,-0.67,-14.59,-84.14,-157.30
16376576,1003.30,-90.94,-89.11,-0.63,-2.34,1.50,14,66,266,0.04,-0.74,-0.01,-0.67,-17.33,-83.97,-153.68
16396896,1001.83,-107.67,-86.67,0.93,-2.02,1.00,14,66,266,0.04,-0.74,-0.00,-0.67,-20.63,-83.74,-149.28
16417228,997.44,-104.00,-91.92,1.88,-1.90,0.56,14,66,266,0.04,-0.74,-0.00,-0.67,-23.09,-83.51,-145.97
16437592,998.17,-81.30,-96.80,2.70,-1.83,-0.20,14,66,266,0.05,-0.74,-0.00,-0.67,-23.97,-83.35,-144.72
16458568,1000.98,-86.55,-97.17,2.40,-1.77,-0.66,14,66,266,0.05,-0.74,0.00,-0.67,-24.25,-83.23,-144.28
16476120,1004.76,-79.83,-90.70,0.79,-1.64,-0.27,14,66,266,0.05,-0.74,0.00,-0.67,-24.67,-83.16,-143.69
16496460,1002.08,-68.60,-84.11,-0.92,-1.55,0.40,14,66,266,0.05,-0.74,0.00,-0.67,-25.03,-83.22,-143.21
16516796,1001.71,-39.67,-87.40,-1.78,-1.27,-0.03,14,66,266,0.05,-0.74,-0.00,-0.67,-24.05,-83.41,-144.53
16537124,995.00,-32.59,-96.80,-1.46,-1.37,-0.02,14,66,266,0.04,-0.74,-0.00,-0.67,-22.45,-83.53,-146.68
16554568,994.51,-36.62,-93.51,-0.96,-1.42,0.52,14,66,266,0.04,-0.74,-0.00,-0.67,-21.14,-83.61,-148.42
16574844,996.95,-45.41,-88.13,-0.79,-1.46,0.78,14,66,266,0.04,-0.74,-0.00,-0.67,-20.50,-83.70,-149.28
16595148,1000.98,-47.00,-84.35,-1.14,-1.59,1.27,14,66,266,0.04,-0.74,-0.00,-0.67,-20.29,-83.78,-149.57
16615496,1000.98,-47.36,-82.76,-0.98,-1.91,1.33,14,66,266,0.04,-0.74,-0.00,-0.67,-20.18,-83.87,-149.73
16635836,997.92,-59.45,-84.47,0.43,-2.01,1.11,14,66,266,0.04,-0.74,-0.00,-0.67,-20.57,-83.90,-149.21
16656132,995.61,-71.04,-93.14,1.63,-1.89,1.14,14,66,266,0.04,-0.74,-0.00,-0.67,-21.23,-83.81,-148.31
16676400,1001.59,-105.22,-104.86,1.06,-1.82,0.90,14,66,266,0.04,-0.74,-0.00,-0.67,-22.69,-83.53,-146.32
16696884,1004.03,-103.52,-94.97,-0.74,-2.05,1.15,14,66,266,0.05,-0.74,-0.00,-0.67,-24.48,-83.27,-143.96
16717332,1000.12,-71.41,-78.12,-0.99,-1.98,0.90,14,66,266,0.05,-0.74,0.00,-0.67,-25.50,-83.29,-142.60
16738372,1001.46,-65.31,-83.37,0.41,-1.81,0.50,14,66,266,0.05,-0.74,0.00,-0.67,-25.61,-83.39,-142.45
16758716,998.05,-60.55,-92.41,1.01,-1.80,0.61,14,66,266,0.05,-0.74,-0.00,-0.67,-25.20,-83.42,-142.97
16779028,997.92,-63.23,-96.80,0.73,-1.80,0.69,14,66,266,0.05,-0.74,-0.00,-0.67,-24.46,-83.39,-143.92
16799336,999.02,-72.75,-90.94,0.27,-1.88,0.66,14,66,266,0.05,-0.74,-0.00,-0.67,-24.57,-83.35,-143.76
16819648,1000.49,-76.90,-88.38,-0.21,-1.85,0.63,14,66,266,0.05,-0.74,-0.00,-0.67,-25.11,-83.31,-143.05
16839988,1003.30,-71.53,-90.21,0.19,-1.84,0.53,14,66,266,0.05,-0.74,-0.00,-0.67,-25.26,-83.30,-142.84
16857540,998.90,-73.97,-94.12,1.42,-1.83,0.46,14,66,266,0.05,-0.74,-0.00,-0.67,-25.37,-83.27,-142.67
16877880,995.36,-74.71,-97.78,1.58,-1.78,0.37,14,66,266,0.05,-0.74,-0.00,-0.67,-25.27,-83.20,-142.76
16898896,996.09,-70.07,-96.80,0.56,-1.84,0.23,14,66,266,0.05,-0.74,-0.00,-0.67,-25.11,-83.13,-142.95
16919184,1000.98,-65.06,-92.16,-0.39,-1.86,0.25,14,66,266,0.05,-0.74,-0.00,-0.67,-24.78,-83.14,-143.39
16950860,998.78,-65.31,-86.67,-0.89,-1.86,0.27,14,66,266,0.05,-0.74,-0.00,-0.67,-24.67,-83.26,-143.56
16971888,999.39,-80.32,-96.56,-0.19,-1.75,-0.06,14,66,266,0.05,-0.74,-0.00,-0.67,-24.84,-83.18,-143.34
16992192,999.27,-81.42,-95.34,-0.11,-1.82,-0.05,14,66,266,0.05,-0.74,0.00,-0.67,-25.08,-83.09,-143.02
17012520,999.02,-76.66,-94.73,-0.30,-1.76,0.11,14,66,266,0.05,-0.74,0.00,-0.67,-25.22,-83.07,-142.83
17030008,998.90,-77.88,-89.23,-0.74,-1.72,0.08,14,66,266,0.05,-0.74,0.00,-0.67,-25.44,-83.06,-142.54
17050312,1000.24,-71.29,-94.73,-0.94,-1.66,-0.08,14,66,266,0.05,-0.74,0.00,-0.67,-25.46,-83.03,-142.53
17067816,1000.12,-70.19,-92.41,-0.81,-1.54,-0.01,14,66,266,0.05,-0.74,0.00,-0.67,-25.35,-83.08,-142.69
17088876,996.70,-66.28,-94.60,0.01,-1.30,-0.12,14,66,266,0.05,-0.74,0.00,-0.67,-25.07,-83.09,-143.06
17109176,998.66,-59.94,-96.80,0.38,-1.31,-0.24,14,66,266,0.05,-0.74,-0.00,-0.67,-24.53,-83.13,-143.76
17130188,997.56,-61.28,-95.21,0.34,-1.28,-0.23,14,66,266,0.05,-0.74,-0.00,-0.67,-23.95,-83.17,-144.52
17150496,997.80,-60.67,-94.85,0.40,-1.11,-0.21,14,66,266,0.05,-0.74,-0.00,-0.67,-23.50,-83.21,-145.11
17170784,1000.00,-67.38,-97.29,0.37,-0.99,-0.04,14,66,266,0.05,-0.74,-0.00,-0.67,-23.24,-83.22,-145.46
17191108,1000.85,-74.71,-99.24,0.27,-0.91,-0.05,14,66,266,0.05,-0.74,-0.00,-0.67,-23.39,-83.17,-145.24
17211496,996.83,-69.46,-103.64,-0.01,-0.52,-0.26,14,66,266,0.05,-0.74,-0.00,-0.67,-23.32,-83.13,-145.34
17232608,995.97,-68.36,-106.57,0.17,-0.25,-0.47,14,66,266,0.05,-0.74,-0.00,-0.67,-23.04,-83.07,-145.71
17252952,995.73,-63.11,-103.27,0.61,-0.24,-0.66,14,66,266,0.05,-0.74,-0.00,-0.67,-22.68,-83.05,-146.18
17273992,1000.24,-56.03,-102.17,1.62,-0.22,-1.30,14,66,266,0.05,-0.74,-0.00,-0.67,-22.07,-83.10,-146.96
